territory,name,class,year,area
705,tis,15,1998,877.9687089700323
706,tis,15,1999,895.7261256556986
707,tis,15,2000,926.2968407325961
708,tis,15,2001,979.8773431457474
709,tis,15,2002,1006.6397262176463
710,tis,15,2003,1056.7259832971126
711,tis,15,2004,1083.3038475258666
712,tis,15,2005,1089.5207794917474
713,tis,15,2006,1095.6398459041695
714,tis,15,2007,1094.2516671901215
715,tis,15,2008,1108.4372878847025
716,tis,15,2009,1097.7998154746674
717,tis,15,2010,1105.295426408691
718,tis,15,2011,1113.3141241574738
719,tis,15,2012,1109.8406698770757
720,tis,15,2013,1154.1636153967333
721,tis,15,2014,1160.2149180903955
722,tis,15,2015,1153.938017398863
723,tis,15,2016,1146.0718640053055
724,tis,15,2017,1186.0417118101784
725,tis,15,2018,1246.7367559792413
726,tis,15,2019,1299.9034941149314
727,tis,15,2020,1360.868833712284
728,tis,15,2021,1462.0127629476365
729,tis,15,2022,1534.5477263144417
730,tis,15,2023,1572.0081637115427
731,tis,15,2024,1624.2544015794597
732,tis,18,1985,659.3177298248906
733,tis,18,1986,754.6045373911753
734,tis,18,1987,729.7528046329957
735,tis,18,1988,786.4915748178101
736,tis,18,1989,819.5118759850463
737,tis,18,1990,848.6539890904531
738,tis,18,1991,856.7426042846673
739,tis,18,1992,902.0652114363396
740,tis,18,1993,905.4696442482904
741,tis,18,1994,936.6998995082392
742,tis,18,1995,937.6751209592271
743,tis,18,1996,977.2042562400508
744,tis,18,1997,964.3775284109489
745,tis,18,1998,998.6572887014136
746,tis,18,1999,1051.483278497251
747,tis,18,2000,1068.8264328754265
748,tis,18,2001,1054.6558850235601
749,tis,18,2002,1089.0096351062007
750,tis,18,2003,1096.194977121032
751,tis,18,2004,1119.2897338266607
752,tis,18,2005,1128.4595821430053
753,tis,18,2006,1142.8441235716564
754,tis,18,2007,1143.5003439129055
755,tis,18,2008,1163.856094648685
756,tis,18,2009,1177.1859013599874
757,tis,18,2010,1212.6585710147724
758,tis,18,2011,1210.8226929429347
759,tis,18,2012,1243.8889576709016
760,tis,18,2013,1255.8098438457068
761,tis,18,2014,1291.349502661627
762,tis,18,2015,1319.106902091191
763,tis,18,2016,1302.1808345605525
764,tis,18,2017,1293.8287084875528
765,tis,18,2018,1333.4655169143114
766,tis,18,2019,1329.1352479177299
767,tis,18,2020,1413.643137084904
768,tis,18,2021,1401.2309522669102
769,tis,18,2022,1447.152218036195
770,tis,18,2023,1465.723814316713
771,tis,18,2024,1437.8420667997425
772,tis,21,1985,570.0592064112568
773,tis,21,1986,517.3948205362572
774,tis,21,1987,501.4055200302143
775,tis,21,1988,491.84160452887045
776,tis,21,1989,526.0448655770894
777,tis,21,1990,548.0908929418958
778,tis,21,1991,588.3914578464367
779,tis,21,1992,550.4461279987194
780,tis,21,1993,588.9807787317512
781,tis,21,1994,586.1543943802501
782,tis,21,1995,554.636310984925
783,tis,21,1996,515.8258051021119
784,tis,21,1997,548.6882442334594
785,tis,21,1998,553.2828476256128
786,tis,21,1999,582.5659529122336
787,tis,21,2000,597.0676268775647
788,tis,21,2001,617.2638396672987
789,tis,21,2002,606.234890809204
790,tis,21,2003,610.0927780714725
791,tis,21,2004,626.9996665521851
792,tis,21,2005,639.9418016185314
793,tis,21,2006,645.8142356146241
794,tis,21,2007,676.599290447632
795,tis,21,2008,678.0616763066433
796,tis,21,2009,667.5839824924948
797,tis,21,2010,666.5541659395167
798,tis,21,2011,725.785972576845
799,tis,21,2012,755.0440631375151
800,tis,21,2013,744.4053226624173
801,tis,21,2014,748.1591892830231
802,tis,21,2015,758.5248134675311
803,tis,21,2016,794.1676356147467
804,tis,21,2017,818.4573720416261
805,tis,21,2018,809.4950707659906
806,tis,21,2019,837.6993412230199
807,tis,21,2020,805.8133900907591
808,tis,21,2021,784.0924217092918
809,tis,21,2022,760.4205928626714
810,tis,21,2023,794.8382459012454
811,tis,21,2024,754.4667509226085
812,tis,23,1985,101.74655556445305
813,tis,23,1986,58.35730472717286
814,tis,23,1987,123.92184775702029
815,tis,23,1988,93.46680567358412
816,tis,23,1989,49.01923727453615
817,tis,23,1990,43.93274056439213
818,tis,23,1991,68.80069386029047
819,tis,23,1992,72.85577241680906
820,tis,23,1993,48.619162822753886
821,tis,23,1994,44.86278511529538
822,tis,23,1995,52.58036429870601
823,tis,23,1996,26.521752087951665
824,tis,23,1997,112.22038371746997
825,tis,23,1998,48.268279050354124
826,tis,23,1999,39.670262943359454
827,tis,23,2000,25.614013855651848
828,tis,23,2001,51.455545074340876
829,tis,23,2002,52.52071486749266
830,tis,23,2003,42.90875822772207
831,tis,23,2004,42.79293132153315
832,tis,23,2005,50.65016764123529
833,tis,23,2006,33.445285244018585
834,tis,23,2007,62.932803232910246
835,tis,23,2008,43.21446664105228
836,tis,23,2009,32.35011739086913
837,tis,23,2010,40.60849691607671
838,tis,23,2011,29.915414215454074
839,tis,23,2012,42.689548234802224
840,tis,23,2013,30.627050315002467
841,tis,23,2014,37.30166358746336
842,tis,23,2015,27.70387577612304
843,tis,23,2016,36.083410672729535
844,tis,23,2017,39.91833094439693
845,tis,23,2018,38.31471316534432
846,tis,23,2019,45.16826309039318
847,tis,23,2020,28.32182826159675
848,tis,23,2021,30.45931200897217
849,tis,23,2022,45.0443642457886
850,tis,23,2023,36.31931698223878
851,tis,23,2024,46.5095770287475
852,tis,24,1985,3.131419049133302
853,tis,24,1986,3.6295464118652343
854,tis,24,1987,3.9340519329833987
855,tis,24,1988,4.2814226093139665
856,tis,24,1989,4.535886012329103
857,tis,24,1990,4.66358553204346
858,tis,24,1991,4.8385711709594785
859,tis,24,1992,4.900173206176762
860,tis,24,1993,4.952870528015142
861,tis,24,1994,5.026986711669927
862,tis,24,1995,5.111850842529302
863,tis,24,1996,5.20559804101563
864,tis,24,1997,5.449428044250493
865,tis,24,1998,5.582470595336918
866,tis,24,1999,5.719116410461429
867,tis,24,2000,5.801258422973636
868,tis,24,2001,5.8619907615356475
869,tis,24,2002,6.009353393554691
870,tis,24,2003,6.136138782958988
871,tis,24,2004,6.176298715942387
872,tis,24,2005,6.3317373800659205
873,tis,24,2006,6.4468918532104516
874,tis,24,2007,6.514724236145022
875,tis,24,2008,6.579969476806644
876,tis,24,2009,6.624609783752445
877,tis,24,2010,6.709465958984379
878,tis,24,2011,6.7960719110107455
879,tis,24,2012,6.825541073181156
880,tis,24,2013,6.905917276367191
881,tis,24,2014,6.999651312072758
882,tis,24,2015,7.092492108337406
883,tis,24,2016,7.345370840820316
884,tis,24,2017,7.491845085083011
885,tis,24,2018,7.6078968949585
886,tis,24,2019,7.755215599487309
887,tis,24,2020,8.027421683593756
888,tis,24,2021,8.205005194763189
889,tis,24,2022,8.510382089416508
890,tis,24,2023,9.04762990759278
891,tis,24,2024,9.7465170545044
892,tis,25,1985,60.65535004376222
893,tis,25,1986,43.81701764935311
894,tis,25,1987,24.171181146484376
895,tis,25,1988,22.43322302661133
896,tis,25,1989,24.19723828405752
897,tis,25,1990,25.308541618347075
898,tis,25,1991,21.363624164794924
899,tis,25,1992,25.606459147644042
900,tis,25,1993,22.81148494165039
901,tis,25,1994,19.359348822814937
902,tis,25,1995,20.67381474645996
903,tis,25,1996,17.073242407409666
904,tis,25,1997,17.3980938772583
905,tis,25,1998,21.18218319415283
906,tis,25,1999,20.47852042041015
907,tis,25,2000,22.837516530639647
908,tis,25,2001,25.392961129882814
909,tis,25,2002,24.796143106201168
910,tis,25,2003,28.06067404302978
911,tis,25,2004,25.896237698547363
912,tis,25,2005,25.83756637219237
913,tis,25,2006,28.868943357971187
914,tis,25,2007,24.571175910949705
915,tis,25,2008,24.95943131396484
916,tis,25,2009,23.834275819274893
917,tis,25,2010,25.024995926635736
918,tis,25,2011,23.659493665039058
919,tis,25,2012,26.542175370056142
920,tis,25,2013,24.047639820739743
921,tis,25,2014,23.949571645812988
922,tis,25,2015,23.435174395507815
923,tis,25,2016,25.812828781372062
924,tis,25,2017,31.84815037396238
925,tis,25,2018,29.80131287017823
926,tis,25,2019,24.890534889892578
927,tis,25,2020,26.733843700378408
928,tis,25,2021,29.337015719665516
929,tis,25,2022,28.403824256958014
930,tis,25,2023,26.559935753601078
931,tis,25,2024,28.491039518371586
932,tis,27,1985,0.0241343673095703
933,tis,27,1986,0.0241343673095703
934,tis,27,1987,0.0241343673095703
935,tis,27,1988,0.0241343673095703
936,tis,27,1989,0.0241343673095703
937,tis,27,1990,0.0241343673095703
938,tis,27,1991,0.0241343673095703
939,tis,27,1992,0.0241343673095703
940,tis,27,1993,0.0241343673095703
941,tis,27,1994,0.0241343673095703
942,tis,27,1995,0.0241343673095703
943,tis,27,1996,0.0241343673095703
944,tis,27,1997,0.0241343673095703
945,tis,27,1998,0.0241343673095703
946,tis,27,1999,0.0241343673095703
947,tis,27,2000,0.0241343673095703
948,tis,27,2001,0.0241343673095703
949,tis,27,2002,0.0241343673095703
950,tis,27,2003,0.0241343673095703
951,tis,27,2004,0.0241343673095703
952,tis,27,2005,0.0241343673095703
953,tis,27,2006,0.0241343673095703
954,tis,27,2007,0.0241343673095703
955,tis,27,2008,0.0241343673095703
956,tis,27,2009,0.0241343673095703
957,tis,27,2010,0.0241343673095703
958,tis,27,2011,0.0241343673095703
959,tis,27,2012,0.0241343673095703
960,tis,27,2013,0.0241343673095703
961,tis,27,2014,0.0241343673095703
962,tis,27,2015,0.0241343673095703
963,tis,27,2016,0.0241343673095703
964,tis,27,2017,0.0241343673095703
965,tis,27,2018,0.02502614709472655
966,tis,27,2019,0.0241343673095703
967,tis,27,2020,0.0241343673095703
968,tis,27,2021,0.02502614709472655
969,tis,27,2022,0.02502614709472655
970,tis,27,2023,0.02502614709472655
971,tis,27,2024,0.02502614709472655
972,tis,29,1985,73.3206339631958
973,tis,29,1986,70.25081861456307
974,tis,29,1987,70.89504091119404
975,tis,29,1988,59.70643421966578
976,tis,29,1989,67.42015730432156
977,tis,29,1990,73.23636296685808
978,tis,29,1991,72.58141391320821
979,tis,29,1992,67.34792236950712
980,tis,29,1993,73.4399836746218
981,tis,29,1994,75.69003126184113
982,tis,29,1995,77.15863358673127
983,tis,29,1996,67.38175897436547
984,tis,29,1997,72.02819215863052
985,tis,29,1998,72.75863201495372
986,tis,29,1999,73.65038553173838
987,tis,29,2000,73.46468067773439
988,tis,29,2001,71.60441087811286
989,tis,29,2002,70.47272573852544
990,tis,29,2003,67.02390179248049
991,tis,29,2004,69.89623772851577
992,tis,29,2005,72.76001383154312
993,tis,29,2006,73.30879190118425
994,tis,29,2007,74.83565463732928
995,tis,29,2008,75.91769225701933
996,tis,29,2009,76.99146057470728
997,tis,29,2010,76.96682635327147
998,tis,29,2011,76.15968085174562
999,tis,29,2012,76.79040710614017
1000,tis,29,2013,75.51557881073013
1001,tis,29,2014,71.62004119805928
1002,tis,29,2015,70.76053184417744
1003,tis,29,2016,68.17249103802513
1004,tis,29,2017,68.88422597326678
1005,tis,29,2018,68.8278788647462
1006,tis,29,2019,68.5605801430666
1007,tis,29,2020,70.67616503344749
1008,tis,29,2021,70.49166596820085
1009,tis,29,2022,70.853543513611
1010,tis,29,2023,71.98576821698015
1011,tis,29,2024,75.04683073791519
1012,tis,30,1985,0.0143019812011718
1013,tis,30,1986,0.0143019812011718
1014,tis,30,1987,0.0294894091186522
1015,tis,30,1988,0.0866650033569335
1016,tis,30,1989,0.1474133829345702
1017,tis,30,1990,0.2170906976318358
1018,tis,30,1991,0.3466226330566404
1019,tis,30,1992,0.28677511853027343
1020,tis,30,1993,0.22602527227783198
1021,tis,30,1994,0.2001198164062499
1022,tis,30,1995,0.1974441151733397
1023,tis,30,1996,0.18582752642822242
1024,tis,30,1997,0.2117309731445311
1025,tis,30,1998,0.2313875138549803
1026,tis,30,1999,0.17153463037109362
1027,tis,30,2000,0.1715324702148435
1028,tis,30,2001,0.1679615238037107
1029,tis,30,2002,0.196549437988281
1030,tis,30,2003,0.1929782476196287
1031,tis,30,2004,0.1920838812255858
1032,tis,30,2005,0.173321505187988
1033,tis,30,2006,0.1679633187866209
1034,tis,30,2007,0.16171013531494122
1035,tis,30,2008,0.150990282470703
1036,tis,30,2009,0.1536747396850583
1037,tis,30,2010,0.1626088444824217
1038,tis,30,2011,0.1554590712890624
1039,tis,30,2012,0.2099583190307616
1040,tis,30,2013,0.1956661220092772
1041,tis,30,2014,0.3252238126831053
1042,tis,30,2015,0.4878549514160152
1043,tis,30,2016,0.55397815258789
1044,tis,30,2017,0.6451220921630852
1045,tis,30,2018,0.6522769824218742
1046,tis,30,2019,0.7049758606567373
1047,tis,30,2020,1.0649958778076163
1048,tis,30,2021,1.3490927105712878
1049,tis,30,2022,1.3794544069824204
1050,tis,30,2023,1.6456382115478507
1051,tis,30,2024,1.4570859118652333
1052,tis,31,1987,0.0017877239990234
1053,tis,31,1988,0.0017877239990234
1054,tis,31,2009,0.0026772551269530686
1055,tis,31,2010,0.0026772551269530686
1056,tis,31,2011,0.0026772551269530686
1057,tis,31,2012,0.0035689512939452686
1058,tis,31,2013,0.0035689512939452686
1059,tis,31,2014,0.0035689512939452686
1060,tis,31,2015,0.0026750888061523
1061,tis,31,2016,0.0026750888061523
1062,tis,31,2017,0.0026750888061523
1063,tis,31,2018,0.0026750888061523
1064,tis,31,2019,0.0026750888061523
1065,tis,31,2020,0.0008938624877929687
1066,tis,31,2021,0.0008938624877929687
1067,tis,31,2022,0.0017877141723632813
1068,tis,31,2023,0.0017877141723632813
1069,tis,31,2024,0.0017877141723632813
1070,tis,33,1985,1653.5043510933228
1071,tis,33,1986,1701.6569927641028
1072,tis,33,1987,1658.328390332644
1073,tis,33,1988,1566.3594509243167
1074,tis,33,1989,1602.4753203690202
1075,tis,33,1990,1602.3938218405797
1076,tis,33,1991,1570.5468375219766
1077,tis,33,1992,1546.9712939181522
1078,tis,33,1993,1568.115617964599
1079,tis,33,1994,1581.6182416532613
1080,tis,33,1995,1554.6273513624283
1081,tis,33,1996,1568.492980492007
1082,tis,33,1997,1585.4094799187646
1083,tis,33,1998,1584.1586616839625
1084,tis,33,1999,1617.6064624989035
1085,tis,33,2000,1621.92351061658
1086,tis,33,2001,1602.1484185479756
1087,tis,33,2002,1629.2399146328112
1088,tis,33,2003,1625.4317881210961
1089,tis,33,2004,1609.6514332652603
1090,tis,33,2005,1594.8858871568025
1091,tis,33,2006,1614.7208044371978
1092,tis,33,2007,1576.1886088905642
1093,tis,33,2008,1592.235333315615
1094,tis,33,2009,1596.0886369700954
1095,tis,33,2010,1590.7750408206807
1096,tis,33,2011,1593.102126930056
1097,tis,33,2012,1566.4336559275541
1098,tis,33,2013,1603.6122117007487
1099,tis,33,2014,1605.5334880846576
1100,tis,33,2015,1623.9547602005632
1101,tis,33,2016,1627.303321849429
1102,tis,33,2017,1622.2016786492345
1103,tis,33,2018,1632.7045473330104
1104,tis,33,2019,1608.1696238051788
1105,tis,33,2020,1647.3385117368787
1106,tis,33,2021,1663.234376598451
1107,tis,33,2022,1675.4151776493559
1108,tis,33,2023,1693.850867411929
1109,tis,33,2024,1673.0252005111101
1110,tis,35,2013,0.0116088537597656
1111,tis,35,2014,0.0116088537597656
1112,tis,35,2015,0.0116088537597656
1113,tis,35,2016,0.0116088537597656
1114,tis,35,2017,0.0116088537597656
1115,tis,35,2018,0.0116088537597656
1116,tis,35,2019,0.0116088537597656
1117,tis,35,2020,0.0116088537597656
1118,tis,35,2021,0.0116088537597656
1119,tis,35,2022,0.0116088537597656
1120,tis,35,2023,0.0116088537597656
1121,tis,35,2024,0.0116088537597656
1122,tis,68,1985,368.5110494223496
1123,tis,68,1986,307.6472316169993
1124,tis,68,1987,196.49240266967436
1125,tis,68,1988,291.6163625230709
1126,tis,68,1989,274.9042492601895
1127,tis,68,1990,312.13900647563486
1128,tis,68,1991,288.76159719450806
1129,tis,68,1992,308.67634540274736
1130,tis,68,1993,339.0033036368846
1131,tis,68,1994,280.4279001673357
1132,tis,68,1995,298.31498876983613
1133,tis,68,1996,283.58676908013337
1134,tis,68,1997,236.31799640234308
1135,tis,68,1998,319.71971927220625
1136,tis,68,1999,297.7701585682309
1137,tis,68,2000,307.88485802707896
1138,tis,68,2001,323.5936788625953
1139,tis,68,2002,291.1171412525649
1140,tis,68,2003,314.89698812974507
1141,tis,68,2004,297.1964544957115
1142,tis,68,2005,305.9382491874335
1143,tis,68,2006,305.154748320482
1144,tis,68,2007,310.7822998960976
1145,tis,68,2008,346.6218421565396
1146,tis,68,2009,333.2536755462522
1147,tis,68,2010,349.59969743406134
1148,tis,68,2011,329.14120835771206
1149,tis,68,2012,297.7615647659146
1150,tis,68,2013,315.2584482404662
1151,tis,68,2014,320.594926251326
1152,tis,68,2015,272.58814433471804
1153,tis,68,2016,348.5920949559164
1154,tis,68,2017,400.3952376635583
1155,tis,68,2018,324.7301072291087
1156,tis,68,2019,344.00144739921234
1157,tis,68,2020,334.9978562494306
1158,tis,68,2021,359.0977512825148
1159,tis,68,2022,321.30425974693037
1160,tis,68,2023,326.309649950296
1161,tis,68,2024,340.3517337103676
1162,translape,3,1985,0.3386783660278323
1163,translape,3,1986,0.3386783660278323
1164,translape,3,1987,0.3386783660278323
1165,translape,3,1988,0.3368914553222659
1166,translape,3,1989,0.3368914553222659
1167,translape,3,1990,0.3368914553222659
1168,translape,3,1991,0.3368914553222659
1169,translape,3,1992,0.3368914553222659
1170,translape,3,1993,0.3368914553222659
1171,translape,3,1994,0.3368914553222659
1172,translape,3,1995,0.3386783769531252
1173,translape,3,1996,0.3386783769531252
1174,translape,3,1997,0.3368914553222659
1175,translape,3,1998,0.3368914553222659
1176,translape,3,1999,0.3368914553222659
1177,translape,3,2000,0.3368914553222659
1178,translape,3,2001,0.3368914553222659
1179,translape,3,2002,0.3368914553222659
1180,translape,3,2003,0.3368914553222659
1181,translape,3,2004,0.3386783727416994
1182,translape,3,2005,0.3386783727416994
1183,translape,3,2006,0.3386783727416994
1184,translape,3,2007,0.3404652924194338
1185,translape,3,2008,0.3395718316650393
1186,translape,3,2009,0.3395718316650393
1187,translape,3,2010,0.3395718316650393
1188,translape,3,2011,0.3386783727416994
1189,translape,3,2012,0.3386783727416994
1190,translape,3,2013,0.3386783727416994
1191,translape,3,2014,0.3386783727416994
1192,translape,3,2015,0.3386783727416994
1193,translape,3,2016,0.3395718316650393
1194,translape,3,2017,0.3395718316650393
1195,translape,3,2018,0.3395718316650393
1196,translape,3,2019,0.3395718316650393
1197,translape,3,2020,0.3386783730468752
1198,translape,3,2021,0.3386783730468752
1199,translape,3,2022,0.3395718316650393
1200,translape,3,2023,0.3395718316650393
1201,translape,3,2024,0.3404652996826174
1202,translape,11,1985,0.0026815742797851
1203,translape,11,1986,0.0026815742797851
1204,translape,11,1987,0.0026815742797851
1205,translape,11,1988,0.0026815742797851
1206,translape,11,1989,0.0044692937011718
1207,translape,11,1990,0.0044692937011718
1208,translape,11,1991,0.0044692937011718
1209,translape,11,1992,0.0044692937011718
1210,translape,11,1993,0.0044692937011718
1211,translape,11,1994,0.0044692937011718
1212,translape,11,1995,0.0044692937011718
1213,translape,11,1996,0.0044692937011718
1214,translape,11,1997,0.0044692937011718
1215,translape,11,1998,0.0044692937011718
1216,translape,11,1999,0.0044692937011718
1217,translape,11,2000,0.0044692937011718
1218,translape,11,2001,0.0044692937011718
1219,translape,11,2002,0.0044692937011718
1220,translape,11,2003,0.0026815742797851
1221,translape,11,2004,0.0026815742797851
1222,translape,11,2005,0.0026815742797851
1223,translape,11,2006,0.0026815742797851
1224,translape,11,2007,0.0026815742797851
1225,translape,11,2008,0.0026815742797851
1226,translape,11,2009,0.0026815742797851
1227,translape,11,2010,0.0026815742797851
1228,translape,11,2011,0.0044692937011718
1229,translape,11,2012,0.0026815775756835
1230,translape,11,2013,0.0026815775756835
1231,translape,11,2014,0.0026815775756835
1232,translape,11,2015,0.0026815775756835
1233,translape,11,2016,0.0026815775756835
1234,translape,11,2017,0.000893858154296875
1235,translape,11,2018,0.000893858154296875
1236,translape,11,2019,0.000893858154296875
1237,translape,11,2020,0.000893858154296875
1238,translape,11,2021,0.000893858154296875
1239,translape,11,2022,0.0017877161865234
1240,translape,11,2023,0.0017877161865234
1241,translape,11,2024,0.000893858154296875
1242,translape,13,1985,0.3754031246337888
1243,translape,13,1986,0.3754031246337888
1244,translape,13,1987,0.3754031246337888
1245,translape,13,1988,0.3754031246337888
1246,translape,13,1989,0.37361540521240216
1247,translape,13,1990,0.37361540521240216
1248,translape,13,1991,0.37361540521240216
1249,translape,13,1992,0.37361540521240216
1250,translape,13,1993,0.37361540521240216
1251,translape,13,1994,0.37361540521240216
1252,translape,13,1995,0.37361540521240216
1253,translape,13,1996,0.37361540521240216
1254,translape,13,1997,0.37361540521240216
1255,translape,13,1998,0.37361540521240216
1256,translape,13,1999,0.37361540521240216
1257,translape,13,2000,0.37361540521240216
1258,translape,13,2001,0.37361540521240216
1259,translape,13,2002,0.37361540521240216
1260,translape,13,2003,0.3754031246337888
1261,translape,13,2004,0.3754031246337888
1262,translape,13,2005,0.3754031246337888
1263,translape,13,2006,0.3754031246337888
1264,translape,13,2007,0.3754031246337888
1265,translape,13,2008,0.3754031246337888
1266,translape,13,2009,0.3754031246337888
1267,translape,13,2010,0.3754031246337888
1268,translape,13,2011,0.37361540521240216
1269,translape,13,2012,0.3754031213378904
1270,translape,13,2013,0.3754031213378904
1271,translape,13,2014,0.3754031213378904
1272,translape,13,2015,0.3754031213378904
1273,translape,13,2016,0.3754031213378904
1274,translape,13,2017,0.3771908407592771
1275,translape,13,2018,0.3771908407592771
1276,translape,13,2019,0.3771908407592771
1277,translape,13,2020,0.3771908407592771
1278,translape,13,2021,0.3771908407592771
1279,translape,13,2022,0.3762969827270505
1280,translape,13,2023,0.3762969827270505
1281,translape,13,2024,0.3771908407592771
1282,translape,15,1985,0.0232300806274414
1283,translape,15,1986,0.0232300806274414
1284,translape,15,1987,0.0232300806274414
1285,translape,15,1988,0.0232300697021484
1286,translape,15,1989,0.0232300697021484
1287,translape,15,1990,0.0214431486206054
1288,translape,15,1991,0.0169758491821289
1289,translape,15,1992,0.017869317199707
1290,translape,15,1993,0.017869317199707
1291,translape,15,1994,0.017869317199707
1292,translape,15,1995,0.0214431551513671
1293,translape,15,1996,0.020549687133789
1294,translape,15,1997,0.0214431481933593
1295,translape,15,1998,0.019656228515625
1296,translape,15,1999,0.019656228515625
1297,translape,15,2000,0.0214431481933593
1298,translape,15,2001,0.0241235450439453
1299,translape,15,2002,0.0241235450439453
1300,translape,15,2003,0.0268039275512695
1301,translape,15,2004,0.0223366123046875
1302,translape,15,2005,0.0214431533813476
1303,translape,15,2006,0.0214431533813476
1304,translape,15,2007,0.0178693101196289
1305,translape,15,2008,0.0178693101196289
1306,translape,15,2009,0.0169758494873046
1307,translape,15,2010,0.0169758494873046
1308,translape,15,2011,0.0169758494873046
1309,translape,15,2012,0.0169758494873046
1310,translape,15,2013,0.0169758494873046
1311,translape,15,2014,0.0169758494873046
1312,translape,15,2015,0.0169758494873046
1313,translape,15,2016,0.0169758494873046
1314,translape,15,2017,0.0178693110961914
1315,translape,15,2018,0.018762779296875
1316,translape,15,2019,0.0178693176879882
1317,translape,15,2020,0.0178693176879882
1318,translape,15,2021,0.018762779296875
1319,translape,15,2022,0.016975850036621
1320,translape,15,2023,0.016975850036621
1321,translape,15,2024,0.0160823884277343
1322,translape,21,1985,0.0017869362182617
1323,translape,21,1986,0.0017869362182617
1324,translape,21,1987,0.0017869362182617
1325,translape,21,1988,0.003573857849121
1326,translape,21,1989,0.003573857849121
1327,translape,21,1990,0.0044673184814453
1328,translape,21,1991,0.0098280783691406
1329,translape,21,1992,0.0089346103515624
1330,translape,21,1993,0.0089346103515624
1331,translape,21,1994,0.0089346103515624
1332,translape,21,1995,0.0035738507690429
1333,translape,21,1996,0.004467318786621
1334,translape,21,1997,0.0053607793579101
1335,translape,21,1998,0.0071476990356445
1336,translape,21,1999,0.0071476990356445
1337,translape,21,2000,0.0053607793579101
1338,translape,21,2001,0.0026803825073242
1339,translape,21,2002,0.0026803825073242
1340,translape,21,2004,0.0026803978271484
1341,translape,21,2005,0.0035738567504882
1342,translape,21,2006,0.0035738567504882
1343,translape,21,2007,0.0053607803344726
1344,translape,21,2008,0.0062542410888671
1345,translape,21,2009,0.0071477017211914
1346,translape,21,2010,0.0071477017211914
1347,translape,21,2011,0.0080411606445312
1348,translape,21,2012,0.0080411606445312
1349,translape,21,2013,0.0080411606445312
1350,translape,21,2014,0.0080411606445312
1351,translape,21,2015,0.0080411606445312
1352,translape,21,2016,0.0071477017211914
1353,translape,21,2017,0.0062542401123046
1354,translape,21,2018,0.005360771911621
1355,translape,21,2019,0.0062542335205078
1356,translape,21,2020,0.0071476921386718
1357,translape,21,2021,0.0062542305297851
1358,translape,21,2022,0.007147701171875
1359,translape,21,2023,0.007147701171875
1360,translape,21,2024,0.0071476947631835
1361,translape,23,1990,0.00089346044921875
